temperature,humidity,soil_moisture,rain_detection,water_level,motor_status
20.0,93.0,24.0,1,76,0
25.0,80.0,37.0,1,86,0
31.0,53.0,65.0,0,67,0
31.0,57.0,32.0,0,20,0
38.0,88.0,43.0,0,30,0
31.0,94.0,65.0,0,70,0
20.0,60.0,48.0,0,55,0
35.0,63.0,28.0,0,27,0
38.0,93.0,33.0,0,52,0
33.0,65.0,67.0,0,77,0
37.0,67.0,67.0,0,69,0
23.0,57.0,46.0,0,68,0
30.0,56.0,59.0,0,70,0
40.0,64.0,42.0,0,26,0
40.0,48.0,37.0,0,27,0
21.05,48.62,14.16,0,47,1
24.0,93.0,15.0,1,83,0
35.0,41.0,43.0,0,42,0
29.0,44.0,68.0,0,59,0
27.0,53.0,65.0,0,52,0
37.0,59.0,53.0,0,72,0
29.0,55.0,21.0,0,20,0
33.0,75.0,70.0,0,66,0
21.0,92.0,18.0,1,83,0
27.0,87.0,21.0,1,89,0
24.0,48.0,30.0,0,30,0
37.0,59.0,56.0,0,63,0
28.0,52.0,70.0,0,53,0
20.0,91.0,39.0,1,81,0
37.0,64.0,33.0,0,32,0
23.0,72.0,33.0,0,26,0
22.0,60.0,62.0,0,51,0
39.0,67.0,23.0,0,46,1
32.0,61.0,68.0,0,53,0
29.0,69.0,38.0,0,38,0
27.0,76.0,56.0,0,50,0
38.0,41.0,48.0,0,58,0
38.0,48.0,16.0,0,26,0
26.0,93.0,31.0,1,81,0
21.0,89.0,60.0,1,82,0
24.0,76.0,52.0,0,77,0
39.0,91.0,35.0,0,40,0
21.0,46.0,58.0,0,65,0
38.0,88.0,52.0,0,77,0
40.0,93.0,49.0,0,56,0
23.0,59.0,59.0,0,68,0
35.0,60.0,54.0,0,72,0
35.0,59.0,65.0,0,57,0
29.0,53.0,21.0,0,34,1
34.0,57.0,29.0,0,47,1
33.0,72.0,27.0,0,28,0
33.0,92.0,54.0,0,59,0
32.0,65.0,66.0,0,78,0
37.0,86.0,46.0,0,65,0
36.0,78.0,35.0,0,23,0
32.0,53.0,20.0,0,47,1
28.69,51.37,31.61,0,49,0
33.0,73.0,42.0,0,47,0
39.0,67.0,66.0,0,60,0
34.0,85.0,17.0,0,30,0
30.0,79.0,59.0,0,60,0
28.0,90.0,29.0,1,82,1
31.0,44.0,32.0,0,28,0
33.0,46.0,26.0,0,39,1
28.0,47.0,23.0,0,20,0
21.0,53.0,31.0,0,36,0
30.0,55.0,68.0,0,69,0
37.0,43.0,27.0,0,44,1
35.0,93.0,63.0,0,65,0
27.0,44.0,38.0,0,23,0
27.0,67.0,56.0,0,56,0
26.0,48.0,54.0,0,50,0
38.0,87.0,28.0,0,23,0
32.07,54.48,38.31,0,28,0
36.0,75.0,30.0,0,24,0
37.0,95.0,42.0,0,51,0
21.0,86.0,22.0,1,88,0
38.0,77.0,42.0,0,42,0
31.0,44.0,63.0,0,69,0
36.0,77.0,23.0,0,42,1
32.0,64.0,42.0,0,47,0
21.0,45.0,55.0,0,55,0
30.0,56.0,46.0,0,69,0
29.0,88.0,17.0,1,97,0
27.0,91.0,25.0,1,87,0
22.0,93.0,64.0,1,83,0
30.0,52.0,37.0,0,28,0
33.0,70.0,33.0,0,54,0
22.0,42.0,53.0,0,71,0
31.0,74.0,20.0,0,48,1
25.39,40.62,29.32,0,33,1
20.0,91.0,40.0,1,92,0
24.48,45.15,33.32,0,34,0
29.0,70.0,36.0,0,31,0
20.0,50.0,64.0,0,51,0
36.0,56.0,20.0,0,39,1
25.0,66.0,43.0,0,34,0
39.0,62.0,39.0,0,44,0
22.0,78.0,47.0,0,52,0
38.0,68.0,11.0,0,38,1
22.0,47.0,61.0,0,53,0
39.0,57.0,36.0,0,37,0
27.0,82.0,29.0,0,45,0
27.0,65.0,15.0,0,35,1
35.0,80.0,41.0,0,46,0
24.0,41.0,61.0,0,77,0
29.0,77.0,56.0,0,65,0
32.0,87.0,63.0,0,51,0
31.0,46.0,26.0,0,20,0
22.0,58.0,21.0,0,35,1
38.0,81.0,10.0,0,54,1
39.0,54.0,45.0,0,64,0
23.0,51.0,18.0,0,32,0
25.0,63.0,29.0,0,45,1
32.0,68.0,41.0,0,43,0
28.0,95.0,12.0,1,90,0
25.0,80.0,54.0,0,62,0
21.0,74.0,47.0,0,52,0
26.0,53.0,59.0,0,50,0
39.0,62.0,43.0,0,30,0
29.0,58.0,70.0,0,64,0
39.0,68.0,54.0,0,64,0
24.0,51.0,66.0,0,61,0
26.0,49.0,10.0,0,29,0
23.0,64.0,21.0,0,45,1
38.0,58.0,15.0,0,32,1
36.0,83.0,48.0,0,63,0
21.0,80.0,33.0,1,99,0
24.0,54.0,53.0,0,53,0
27.94,46.89,35.64,0,44,0
26.0,59.0,42.0,0,33,0
25.0,82.0,62.0,1,87,0
28.0,45.0,25.0,0,48,1
20.0,71.0,66.0,0,64,0
35.0,91.0,58.0,0,69,0
34.0,64.0,27.0,0,45,1
29.0,42.0,14.0,0,22,0
35.0,60.0,28.0,0,44,0
35.0,53.0,19.0,0,26,0
26.0,42.0,26.0,0,20,0
31.0,75.0,14.0,0,32,0
23.0,61.0,61.0,0,69,0
33.0,52.0,36.0,0,25,0
34.0,60.0,40.0,0,41,0
30.0,61.0,24.0,0,29,0
34.0,86.0,56.0,0,65,0
24.0,72.0,33.0,0,30,0
38.0,82.0,11.0,0,29,0
34.0,53.0,29.0,0,41,0
33.85,73.71,29.68,0,48,1
20.0,61.0,35.0,0,43,0
36.0,41.0,11.0,0,47,1
31.0,58.0,68.0,0,57,0
25.0,42.0,46.0,0,61,0
34.0,42.0,19.0,0,34,1
37.0,92.0,45.0,0,77,0
32.0,44.0,13.0,0,47,1
21.0,41.0,51.0,0,52,0
38.0,78.0,64.0,0,58,0
23.0,89.0,12.0,1,70,0
24.0,44.0,38.0,0,47,0
28.12,46.45,42.09,0,47,0
30.0,49.0,24.0,0,36,1
29.0,82.0,68.0,1,81,0
32.0,63.0,39.0,0,21,0
20.0,86.0,37.0,1,95,0
31.0,64.0,26.0,0,47,1
27.0,52.0,59.0,0,54,0
21.0,76.0,54.0,0,65,0
29.0,63.0,27.0,0,36,1
33.0,61.0,50.0,0,73,0
37.0,53.0,34.0,0,34,0
25.0,40.0,56.0,0,72,0
31.0,91.0,27.0,0,21,0
27.0,72.0,54.0,0,78,0
22.0,52.0,19.0,0,30,0
32.0,94.0,61.0,0,66,0
29.0,89.0,67.0,1,82,0
29.0,49.0,45.0,0,57,0
30.0,88.0,58.0,1,75,0
31.0,63.0,14.0,0,39,1
40.0,42.0,63.0,0,75,0
30.0,49.0,12.0,0,41,1
23.0,65.0,20.0,0,21,0
33.0,77.0,55.0,0,73,0
34.0,59.0,18.0,0,51,1
36.0,84.0,20.0,0,49,1
21.0,54.0,43.0,0,25,0
29.0,74.0,67.0,0,79,0
23.0,89.0,33.0,1,88,0
29.0,89.0,21.0,1,78,0
25.0,45.0,64.0,0,65,0
28.0,61.0,67.0,0,51,0
29.0,86.0,14.0,1,94,0
30.0,74.0,32.0,0,36,0
35.0,79.0,26.0,0,27,0
30.84,64.7,17.85,0,21,0
36.0,63.0,30.0,0,21,0
35.0,85.0,21.0,0,36,1
38.0,53.0,30.0,0,34,0
27.05,72.78,15.13,0,45,1
28.0,58.0,30.0,0,40,0
24.0,72.0,65.0,0,52,0
38.0,75.0,19.0,0,52,1
24.0,56.0,27.0,0,40,1
35.0,58.0,43.0,0,31,0
37.0,84.0,13.0,0,36,1
29.0,53.0,55.0,0,76,0
24.0,83.0,59.0,0,73,0
27.0,42.0,67.0,0,74,0
34.0,60.0,25.0,0,40,1
35.0,54.0,35.0,0,34,0
40.0,57.0,22.0,0,35,0
22.25,58.37,25.56,0,38,1
34.0,85.0,38.0,0,37,0
37.0,52.0,60.0,0,54,0
37.0,52.0,55.0,0,54,0
24.0,85.0,51.0,1,84,0
31.0,68.0,68.0,0,56,0
37.0,74.0,29.0,0,34,1
34.0,73.0,64.0,0,69,0
39.0,59.0,57.0,0,73,0
22.0,50.0,70.0,0,61,0
30.0,79.0,20.0,0,23,0
39.0,92.0,36.0,0,37,0
29.0,86.0,39.0,1,83,0
20.0,74.0,44.0,0,47,0
37.0,76.0,54.0,0,53,0
39.0,54.0,33.0,0,40,0
20.0,81.0,27.0,1,85,0
37.0,58.0,47.0,0,71,0
29.0,43.0,12.0,0,53,1
24.0,86.0,17.0,1,79,0
24.0,53.0,46.0,0,58,0
36.0,75.0,22.0,0,26,0
30.0,81.0,26.0,0,23,0
37.0,49.0,16.0,0,33,0
29.0,42.0,12.0,0,39,1
35.0,69.0,48.0,0,64,0
21.0,50.0,60.0,0,56,0
35.0,83.0,46.0,0,73,0
36.0,93.0,61.0,0,59,0
34.0,62.0,53.0,0,75,0
34.0,79.0,60.0,0,67,0
38.0,61.0,37.0,0,21,0
20.0,80.0,52.0,0,75,0
26.0,65.0,24.0,0,22,0
26.0,42.0,67.0,0,67,0
22.0,45.0,70.0,0,75,0
31.0,46.0,48.0,0,66,0
34.0,76.0,57.0,0,79,0
36.0,69.0,23.0,0,51,1
31.0,86.0,11.0,0,48,1
36.0,83.0,28.0,0,29,0
34.0,82.0,53.0,0,64,0
39.0,87.0,51.0,0,76,0
37.0,86.0,26.0,0,48,1
29.0,55.0,64.0,0,73,0
38.0,62.0,54.0,0,62,0
40.0,82.0,62.0,1,75,0
28.0,53.0,13.0,0,48,1
25.0,61.0,20.0,0,35,0
28.0,62.0,49.0,0,60,0
31.0,52.0,31.0,0,30,0
35.0,84.0,44.0,0,22,0
35.0,77.0,57.0,0,65,0
38.0,75.0,38.0,0,37,0
24.83,74.32,13.99,0,36,1
24.0,41.0,31.0,0,21,0
22.0,54.0,52.0,0,60,0
29.0,83.0,30.0,0,42,1
20.0,50.0,52.0,0,55,0
29.2,80.73,36.73,1,92,0
34.0,79.0,26.0,0,33,0
36.0,60.0,60.0,0,51,0
38.0,78.0,60.0,0,72,0
22.0,50.0,59.0,0,76,0
32.56,55.87,27.63,0,39,1
34.0,85.0,62.0,0,78,0
40.0,40.0,12.0,0,22,0
33.0,89.0,24.0,0,34,1
24.0,53.0,59.0,0,75,0
21.0,68.0,28.0,0,42,1
30.0,67.0,55.0,0,61,0
34.0,51.0,18.0,0,50,1
32.0,71.0,37.0,0,40,0
36.0,74.0,57.0,0,54,0
29.0,47.0,29.0,0,27,0
31.0,67.0,56.0,0,64,0
32.0,71.0,15.0,0,20,0
30.0,59.0,27.0,0,40,1
23.0,66.0,45.0,0,54,0
23.0,89.0,42.0,1,81,0
31.0,86.0,11.0,0,37,1
31.0,51.0,12.0,0,49,1
36.0,48.0,44.0,0,39,0
30.0,84.0,12.0,1,81,0
26.0,93.0,51.0,1,79,0
27.51,55.06,30.89,0,46,0
22.0,40.0,67.0,0,70,0
25.0,43.0,27.0,0,28,0
40.0,85.0,14.0,0,25,0
28.0,65.0,18.0,0,34,1
34.0,67.0,46.0,0,72,0
29.0,71.0,51.0,0,75,0
38.0,93.0,42.0,0,49,0
22.0,94.0,32.0,1,78,0
35.0,87.0,36.0,0,40,0
24.0,49.0,61.0,0,78,0
31.0,74.0,52.0,0,50,0
29.0,64.0,22.0,0,25,0
38.0,72.0,24.0,0,50,1
36.0,69.0,30.0,0,50,0
29.0,75.0,18.0,0,41,1
37.0,53.0,28.0,0,33,0
20.0,49.0,25.0,0,23,0
26.0,75.0,54.0,0,69,0
35.0,40.0,21.0,0,43,1
34.0,79.0,21.0,1,88,0
24.0,83.0,68.0,1,96,0
24.0,83.0,37.0,1,88,0
24.0,58.0,38.0,0,44,0
24.0,64.0,58.0,0,77,0
22.0,69.0,26.0,0,29,0
37.0,65.0,17.0,0,25,0
21.0,74.0,67.0,0,61,0
27.0,61.0,13.0,0,30,0
30.0,72.0,67.0,0,78,0
36.0,63.0,61.0,0,72,0
24.0,57.0,37.0,0,29,0
37.0,77.0,46.0,0,62,0
38.0,60.0,61.0,0,67,0
35.0,45.0,17.0,0,44,1
38.0,65.0,39.0,0,20,0
26.0,68.0,41.0,0,51,0
37.0,70.0,61.0,0,59,0
25.0,47.0,10.0,0,41,1
33.0,45.0,30.0,0,34,0
37.0,49.0,30.0,0,31,0
25.0,50.0,53.0,0,75,0
33.0,44.0,63.0,0,73,0
26.0,69.0,52.0,0,75,0
39.0,65.0,52.0,0,71,0
32.0,78.0,46.0,1,96,0
40.0,49.0,31.0,0,48,1
35.0,87.0,60.0,0,78,0
36.0,77.0,11.0,0,23,0
26.0,82.0,44.0,1,80,0
24.0,56.0,30.0,0,38,0
28.0,49.0,19.0,0,26,0
23.0,51.0,31.0,0,39,0
35.0,45.0,57.0,0,60,0
32.0,85.0,51.0,0,55,0
23.0,71.0,41.0,0,23,0
36.0,64.0,65.0,0,50,0
20.0,82.0,37.0,1,94,0
30.0,51.0,22.0,0,53,1
29.0,90.0,12.0,1,86,0
24.0,55.0,10.0,0,38,1
23.0,95.0,47.0,1,81,0
24.0,87.0,52.0,1,90,0
25.0,61.0,24.0,0,34,0
35.0,79.0,37.0,1,90,0
32.0,58.0,41.0,0,46,0
33.0,85.0,10.0,0,45,1
20.0,75.0,30.0,0,47,0
20.0,82.0,49.0,0,68,0
26.0,49.0,54.0,0,66,0
34.0,75.0,56.0,0,71,0
34.0,94.0,25.0,0,29,0
35.0,79.0,48.0,1,96,0
33.0,79.0,13.0,1,93,0
29.67,76.37,41.2,0,25,0
37.0,67.0,60.0,0,64,0
38.0,45.0,66.0,0,50,0
32.0,89.0,48.0,0,51,0
28.0,47.0,46.0,0,68,0
20.0,94.0,28.0,1,87,1
23.0,45.0,52.0,0,63,0
27.0,77.0,61.0,0,72,0
35.0,90.0,48.0,0,71,0
34.0,56.0,53.0,0,52,0
27.0,71.0,52.0,0,78,0
21.0,68.0,28.0,0,42,0
29.0,94.0,54.0,1,98,0
33.0,63.0,12.0,0,49,1
40.0,86.0,25.0,0,39,1
26.0,67.0,37.0,0,23,0
20.0,53.0,43.0,0,23,0
37.0,43.0,26.0,0,34,0
31.0,69.0,14.0,0,53,1
25.0,52.0,32.0,0,41,0
38.0,94.0,58.0,0,58,0
33.0,91.0,45.0,0,77,0
30.0,51.0,20.0,0,25,0
21.0,81.0,25.0,1,94,0
29.0,74.0,16.0,0,47,1
39.0,72.0,35.0,0,26,0
25.0,54.0,30.0,0,29,0
26.0,77.0,41.0,0,22,0
30.0,76.0,70.0,0,50,0
25.0,55.0,38.0,0,22,0
25.0,55.0,43.0,0,42,0
31.0,90.0,53.0,0,65,0
30.0,77.0,51.0,0,77,0
31.0,48.0,45.0,0,58,0
38.0,44.0,43.0,0,22,0
31.0,45.0,37.0,0,45,0
30.0,43.0,65.0,0,78,0
39.0,91.0,38.0,0,31,0
34.0,93.0,52.0,0,77,0
26.0,70.0,41.0,0,31,0
29.0,86.0,62.0,1,96,0
29.0,90.0,59.0,1,75,0
23.0,66.0,37.0,0,48,0
28.0,80.0,44.0,1,90,0
24.0,48.0,37.0,0,38,0
29.0,52.0,56.0,0,72,0
33.19,85.45,34.1,0,22,0
25.0,42.0,29.0,0,25,0
23.0,72.0,32.0,0,24,0
27.0,72.0,41.0,0,26,0
27.0,40.0,46.0,0,71,0
21.0,59.0,56.0,0,67,0
38.0,70.0,40.0,0,28,0
22.0,91.0,67.0,1,96,0
29.0,87.0,17.0,1,83,0
35.0,80.0,60.0,0,71,0
24.0,87.0,41.0,1,72,0
21.0,82.0,48.0,1,91,0
33.42,41.83,19.39,0,49,1
25.0,80.0,54.0,0,63,0
34.0,58.0,36.0,0,28,0
32.0,57.0,50.0,0,75,0
34.0,72.0,46.0,0,51,0
31.0,48.0,19.0,0,45,1
29.0,49.0,28.0,0,53,0
23.0,54.0,26.0,0,22,0
25.0,69.0,18.0,0,21,0
26.0,54.0,32.0,0,33,0
29.0,76.0,58.0,0,71,0
37.0,86.0,26.0,0,49,1
26.0,83.0,56.0,1,94,0
28.0,68.0,35.0,0,42,0
25.0,53.0,46.0,0,65,0
22.0,74.0,31.0,0,24,0
31.0,53.0,65.0,0,67,0
38.0,93.0,33.0,0,44,0
22.0,86.0,57.0,1,87,0
30.0,47.0,64.0,0,55,0
36.0,64.0,66.0,0,77,0
20.0,68.0,59.0,0,64,0
40.0,95.0,61.0,0,60,0
32.0,72.0,41.0,0,43,0
27.0,79.0,60.0,0,56,0
37.0,62.0,59.0,0,62,0
22.0,65.0,35.0,0,37,0
39.0,64.0,11.0,0,28,0
23.0,78.0,48.0,0,67,0
36.0,52.0,65.0,0,67,0
21.0,91.0,19.0,1,71,0
36.0,56.0,52.0,0,74,0
36.0,45.0,42.0,0,24,0
36.0,44.0,53.0,0,60,0
36.0,84.0,10.0,0,29,0
26.0,62.0,53.0,0,60,0
20.0,86.0,49.0,1,85,0
29.0,46.0,57.0,0,78,0
36.0,62.0,18.0,0,36,1
29.0,89.0,32.0,1,81,0
27.0,63.0,25.0,0,39,1
28.0,46.0,21.0,0,23,0
23.0,93.0,52.0,1,88,0
26.61,57.86,18.77,0,44,1
21.0,52.0,32.0,0,44,0
21.0,79.0,62.0,1,97,0
30.0,58.0,17.0,0,39,1
21.0,72.0,48.0,0,78,0
37.0,40.0,60.0,0,65,0
32.0,69.0,34.0,0,40,0
28.0,75.0,64.0,0,77,0
36.0,87.0,20.0,0,32,1
40.0,45.0,37.0,0,47,0
38.0,52.0,33.0,0,30,0
21.0,93.0,50.0,1,81,0
21.0,83.0,15.0,0,40,1
34.0,82.0,38.0,0,51,0
32.0,76.0,11.0,0,28,0
37.0,87.0,18.0,0,20,0
28.0,93.0,69.0,1,89,0
36.0,60.0,60.0,0,65,0
20.0,69.0,46.0,0,72,0
25.0,89.0,28.0,1,98,1
37.0,63.0,28.0,0,29,1
20.0,75.0,40.0,0,33,0
31.0,40.0,12.0,0,22,0
28.0,40.0,45.0,0,52,0
22.0,88.0,38.0,1,76,0
24.0,75.0,63.0,0,68,0
35.0,61.0,13.0,0,24,0
32.0,60.0,58.0,0,57,0
40.0,48.0,37.0,0,26,0
21.0,82.0,17.0,1,82,0
30.0,83.0,56.0,1,87,0
29.0,56.0,18.0,0,25,0
25.0,79.0,22.0,1,77,0
30.0,80.0,38.0,1,84,0
36.0,60.0,24.0,0,33,0
34.0,65.0,17.0,0,38,1
22.0,65.0,66.0,0,78,0
20.0,73.0,53.0,0,64,0
25.0,63.0,70.0,0,71,0
30.0,52.0,36.0,0,27,0
21.0,94.0,31.0,1,79,0
35.0,80.0,22.0,1,96,0
22.0,73.0,32.0,0,49,0
38.0,69.0,32.0,0,34,0
25.0,44.0,14.0,0,41,1
22.0,83.0,47.0,0,52,0
23.0,47.0,18.0,0,45,1
36.0,90.0,63.0,0,64,0
37.0,81.0,27.0,1,81,0
27.0,58.0,64.0,0,72,0
35.0,83.0,56.0,0,76,0
38.0,58.0,47.0,0,55,0
40.0,91.0,44.0,0,52,0
27.0,59.0,51.0,0,51,0
24.0,48.0,30.0,0,30,0
24.0,47.0,51.0,0,66,0
33.0,83.0,64.0,0,59,0
30.0,88.0,14.0,1,81,0
31.0,56.0,47.0,0,56,0
35.0,77.0,69.0,0,70,0
39.0,84.0,16.0,0,33,1
21.0,92.0,66.0,1,89,0
32.0,66.0,61.0,0,67,0
25.0,66.0,24.0,0,37,1
28.0,67.0,16.0,0,37,1
21.0,60.0,29.0,0,42,0
24.0,41.0,61.0,0,65,0
24.0,43.0,21.0,0,45,1
23.0,42.0,18.0,0,27,0
22.0,47.0,53.0,0,50,0
26.0,53.0,64.0,0,61,0
37.0,42.0,19.0,0,20,0
36.0,40.0,48.0,0,78,0
25.0,63.0,60.0,0,59,0
33.0,86.0,12.0,0,20,0
29.0,76.0,38.0,0,37,0
30.0,40.0,52.0,0,68,0
34.0,67.0,18.0,0,21,0
32.0,54.0,52.0,0,61,0
39.0,42.0,21.0,0,31,0
37.0,51.0,28.0,0,41,1
20.0,63.0,23.0,0,24,0
29.0,57.0,67.0,0,69,0
25.0,86.0,14.0,1,85,0
36.0,45.0,35.0,0,27,0
36.0,67.0,34.0,0,48,0
38.0,72.0,45.0,0,63,0
35.0,57.0,60.0,0,61,0
27.0,58.0,69.0,0,59,0
32.0,64.0,11.0,0,54,1
21.0,68.0,13.0,0,20,0
34.0,55.0,46.0,0,76,0
37.0,74.0,22.0,0,31,0
31.0,46.0,48.0,0,66,0
30.0,81.0,26.0,1,83,0
31.0,79.0,12.0,1,80,0
40.0,55.0,15.0,0,22,0
36.0,48.0,20.0,0,34,0
36.0,44.0,67.0,0,55,0
31.0,44.0,43.0,0,34,0
20.0,75.0,34.0,0,24,0
33.73,70.46,17.33,0,34,1
36.0,48.0,26.0,0,24,0
36.0,80.0,26.0,0,34,1
32.0,82.0,43.0,0,28,0
26.0,45.0,17.0,0,46,1
35.0,91.0,28.0,0,29,0
27.0,45.0,25.0,0,43,1
39.0,48.0,26.0,0,46,1
32.0,54.0,27.0,0,38,1
27.0,64.0,55.0,0,53,0
27.0,72.0,58.0,0,61,0
28.0,92.0,54.0,1,99,0
34.0,61.0,60.0,0,65,0
34.0,65.0,17.0,0,43,1
40.0,67.0,20.0,0,53,1
28.0,69.0,29.0,0,40,1
37.0,68.0,10.0,0,27,0
39.0,69.0,29.0,0,40,1
29.0,42.0,12.0,0,39,1
21.0,59.0,29.0,0,22,0
31.0,76.0,19.0,0,28,0
21.0,49.0,31.0,0,32,0
37.0,84.0,11.0,0,21,0
34.0,56.0,26.0,0,41,1
27.0,42.0,38.0,0,48,0
36.0,82.0,52.0,0,51,0
21.0,47.0,58.0,0,62,0
40.0,65.0,17.0,0,21,0
27.0,50.0,22.0,0,36,1
30.81,43.92,23.43,0,47,1
32.0,95.0,55.0,0,52,0
29.0,80.0,22.0,0,29,0
25.0,58.0,52.0,0,58,0
36.0,48.0,50.0,0,50,0
23.0,59.0,50.0,0,62,0
35.0,51.0,45.0,0,50,0
30.0,81.0,47.0,1,73,0
24.0,87.0,49.0,1,88,0
27.0,58.0,15.0,0,31,1
39.0,75.0,11.0,0,45,1
32.0,84.0,33.0,1,86,0
24.51,43.09,32.81,0,21,0
39.0,79.0,65.0,0,61,0
33.0,62.0,28.0,0,33,1
40.0,57.0,56.0,0,55,0
22.0,40.0,45.0,0,74,0
32.0,54.0,35.0,0,40,0
29.0,85.0,18.0,1,94,0
37.0,41.0,29.0,0,23,1
27.0,56.0,64.0,0,51,0
34.0,58.0,38.0,0,39,0
26.0,94.0,43.0,1,80,0
35.0,40.0,21.0,0,43,1
33.0,58.0,62.0,0,70,0
37.0,51.0,45.0,0,71,0
40.0,47.0,24.0,0,46,1
40.0,85.0,41.0,0,50,0
35.0,47.0,33.0,0,32,0
20.0,64.0,36.0,0,26,0
21.0,83.0,35.0,1,90,0
31.3,72.88,34.21,0,34,0
27.0,72.0,11.0,0,49,1
39.0,52.0,65.0,0,69,0
20.51,77.75,24.82,0,42,1
21.25,87.68,35.54,1,87,0
32.0,88.0,40.0,0,40,0
22.0,72.0,29.0,0,48,1
37.0,74.0,32.0,0,36,1
26.0,91.0,16.0,1,77,0
35.0,94.0,32.0,0,49,0
31.0,51.0,27.0,0,28,0
28.0,95.0,65.0,1,89,0
31.0,50.0,38.0,0,49,0
35.0,89.0,41.0,0,41,0
33.0,83.0,51.0,1,94,0
37.0,83.0,36.0,0,37,0
38.0,83.0,40.0,0,32,0
31.0,74.0,23.0,0,41,1
35.0,78.0,56.0,0,79,0
33.0,95.0,27.0,0,48,1
30.0,73.0,34.0,0,35,0
31.0,67.0,38.0,0,40,0
24.0,78.0,43.0,0,20,0
39.0,49.0,46.0,0,76,0
29.0,56.0,58.0,0,66,0
24.0,80.0,67.0,0,58,0
22.0,69.0,15.0,0,45,1
40.0,69.0,37.0,0,45,0
33.0,70.0,41.0,0,28,0
32.0,58.0,14.0,0,31,1
21.0,58.0,37.0,0,42,0
29.0,89.0,12.0,1,82,0
38.0,92.0,25.0,0,43,1
36.0,64.0,41.0,0,31,0
31.0,71.0,60.0,0,63,0
31.0,50.0,33.0,0,27,0
33.0,74.0,46.0,0,56,0
24.0,86.0,36.0,1,87,0
28.0,78.0,40.0,0,45,0
31.0,87.0,51.0,0,76,0
35.0,58.0,13.0,0,22,0
27.0,51.0,11.0,0,30,0
20.0,46.0,67.0,0,76,0
32.0,70.0,23.0,0,39,1
34.0,79.0,18.0,1,76,0
35.0,85.0,15.0,0,21,0
25.0,50.0,21.0,0,29,0
22.0,55.0,49.0,0,79,0
39.0,77.0,33.0,0,48,0
29.0,55.0,21.0,0,39,1
34.0,64.0,68.0,0,68,0
36.0,46.0,57.0,0,79,0
37.0,71.0,31.0,0,25,0
33.0,76.0,30.0,0,33,0
27.0,77.0,31.0,0,33,0
24.0,52.0,56.0,0,63,0
30.0,43.0,68.0,0,67,0
33.0,77.0,59.0,0,74,0
26.0,78.0,40.0,1,92,0
32.0,93.0,36.0,0,44,0
27.19,87.38,20.69,1,96,0
32.0,82.0,38.0,1,84,0
20.0,76.0,36.0,0,42,0
24.0,57.0,25.0,0,27,0
30.0,46.0,26.0,0,51,1
25.0,45.0,68.0,0,67,0
36.0,94.0,32.0,0,51,0
29.0,46.0,31.0,0,36,1
20.0,55.0,31.0,0,37,0
31.0,68.0,57.0,0,66,0
21.51,62.26,14.0,0,23,0
37.0,70.0,13.0,0,20,0
30.0,46.0,50.0,0,50,0
34.0,72.0,14.0,0,47,1
32.0,62.0,38.0,0,25,0
25.0,54.0,25.0,0,43,1
24.0,48.0,55.0,0,57,0
32.61,63.85,43.11,0,21,0
29.0,67.0,32.0,0,32,0
22.0,91.0,54.0,1,91,0
24.0,74.0,11.0,0,54,1
25.0,43.0,33.0,0,46,0
34.0,50.0,31.0,0,43,0
39.0,58.0,51.0,0,66,0
24.0,44.0,28.0,0,33,1
29.0,91.0,22.0,1,83,0
35.0,44.0,11.0,0,35,0
26.0,78.0,37.0,0,33,0
40.0,57.0,69.0,0,67,0
33.0,50.0,69.0,0,50,0
25.0,82.0,68.0,1,77,0
25.0,66.0,49.0,0,51,0
29.0,82.0,30.0,1,93,0
38.0,79.0,63.0,0,54,0
24.0,86.0,46.0,1,86,0
20.0,60.0,25.0,0,34,0
21.0,70.0,21.0,0,38,1
32.0,68.0,47.0,0,76,0
39.0,87.0,17.0,0,23,0
29.0,65.0,36.0,0,27,0
29.0,53.0,36.0,0,33,0
21.0,68.0,52.0,0,79,0
28.0,55.0,43.0,0,51,0
29.0,78.0,25.0,0,20,0
24.96,73.84,42.64,0,41,0
20.77,44.11,27.35,0,26,0
39.0,73.0,41.0,0,44,0
28.0,78.0,51.0,1,97,0
36.0,91.0,41.0,0,23,0
27.0,93.0,66.0,1,89,0
26.0,81.0,26.0,1,81,0
28.0,53.0,14.0,0,30,0
29.0,62.0,67.0,0,55,0
20.0,84.0,64.0,0,79,0
28.0,62.0,56.0,0,77,0
24.0,94.0,49.0,1,93,0
25.0,95.0,28.0,1,79,0
23.0,92.0,17.0,1,99,0
27.0,54.0,58.0,0,54,0
36.0,79.0,40.0,0,21,0
27.0,84.0,31.0,1,96,0
22.0,91.0,68.0,1,95,0
34.0,58.0,11.0,0,31,1
32.0,88.0,69.0,0,51,0
31.0,55.0,28.0,0,53,1
26.0,88.0,51.0,1,81,0
34.0,68.0,54.0,0,60,0
20.0,88.0,49.0,1,71,0
21.0,45.0,17.0,0,30,0
24.0,65.0,20.0,0,49,1
21.0,94.0,46.0,1,74,0
20.0,58.0,12.0,0,29,0
36.0,84.0,18.0,1,75,0
32.0,94.0,68.0,0,54,0
25.0,92.0,30.0,1,93,1
39.0,49.0,53.0,0,70,0
24.0,52.0,10.0,0,42,1
37.0,74.0,10.0,0,24,0
20.0,93.0,37.0,1,90,0
24.0,85.0,58.0,1,72,0
24.0,81.0,31.0,1,90,0
28.0,70.0,23.0,0,36,1
