K,N,P,soil_moisture,humidity,ph,rainfall,temperature,label
24,39,73,20.45,61.18235808,7.22405917,69.28607828,25.65842532,blackgram
25,57,67,62.31,66.61452812,7.551364319,64.55882254,32.34744009,blackgram
19,52,63,57.65,68.32176769,6.928898659,67.53021213,29.58949031,blackgram
22,55,66,28.28,68.79427388,7.747775263,66.63830637,30.91219459,blackgram
18,51,56,63.33,64.2097765,6.706505915,70.86340755,28.12787838,blackgram
15,36,66,42.72,69.34811988,6.668238556,67.1367443,30.08545364,blackgram
19,59,55,13.32,62.51007687,7.332375138,68.97097538,31.74379487,blackgram
23,50,58,63.38,62.50460464,7.596802025,69.75555541,27.81326852,blackgram
25,30,65,21.52,64.59457409,7.70650895,71.50569456,32.88733849,blackgram
18,20,62,55.88,64.98742947,7.366542647,61.91208707,29.36358721,blackgram
15,58,71,59.94,67.5861883,6.919243702,74.01229707,27.82592799,blackgram
24,25,71,33.03,60.44848407,7.187721818,74.91559514,28.49538735,blackgram
16,52,71,56.62,68.53997144,7.075886472,71.78615328,27.74274761,blackgram
18,40,63,24.46,67.66323804,6.74441168,63.02473185,30.41588462,blackgram
25,20,60,61.87,69.09047809,6.726469088,61.19250859,27.3254209,blackgram
21,48,61,21.71,61.69295127,6.628264883,65.62859526,30.28496619,blackgram
22,49,68,52.63,61.53278622,7.127064207,63.49726331,28.56840626,blackgram
15,48,62,35.75,66.6379724,7.538631462,65.81655892,25.36586097,blackgram
17,32,66,38.29,65.26774011,7.162357641,70.1415139,34.9466155,blackgram
22,21,63,22.52,67.72837887,6.859409487,74.61649888,25.09737391,blackgram
19,20,72,27.99,64.34848735,7.397190844,65.820457,32.47648301,blackgram
21,25,65,33.11,68.59232289,6.880245789,69.24464096,33.86351172,blackgram
21,41,78,30.79,60.37332688,6.581313137,70.88787207,25.19857725,blackgram
17,53,67,54.44,69.01852894,7.296972161,61.46892873,31.77681682,blackgram
21,39,60,63.3,63.59948557,6.97297656,64.72797143,34.89814946,blackgram
17,25,76,61.38,68.63525428,7.241148507,62.3061735,31.74105409,blackgram
19,21,78,40.71,66.76017239,6.92009048,69.85112265,27.16159076,blackgram
17,57,60,38.56,67.88521396,7.504608385,73.58663968,26.23773129,blackgram
15,56,75,21.82,60.06534859,7.152272256,66.37171179,30.20157245,blackgram
15,49,72,11.28,67.83563765,7.137004749,74.86960831,31.55846339,blackgram
19,24,80,22.28,69.0854554,6.808041722,65.66436565,29.67892453,blackgram
18,49,76,39.49,67.7017527,7.393631868,60.4693835,27.05365239,blackgram
19,28,68,31.74,61.38597868,7.69950698,72.43169115,34.63880966,blackgram
21,55,78,33.38,62.93692886,6.602888249,63.57445989,33.39438752,blackgram
25,50,64,55.34,63.37230676,6.734447425,70.25496749,28.84079155,blackgram
19,34,80,45.63,63.0563645,6.521217963,71.48327008,31.49338309,blackgram
23,20,68,14.91,63.95425534,7.707332484,63.1830529,25.54960633,blackgram
16,55,67,62.31,69.69366426,6.596719015,70.27184748,34.37329112,blackgram
15,23,70,41.7,63.11296779,7.403623355,60.41790253,34.6008247,blackgram
15,53,74,32.34,64.94329356,7.517097,72.17818157,29.43463808,blackgram
16,26,67,48.0,67.90577375,7.17620823,67.83345933,29.10713092,blackgram
22,33,80,37.81,65.71765781,6.593961761,70.0866434,28.57006111,blackgram
19,37,79,59.84,69.3478631,7.143942758,69.40878198,27.54384835,blackgram
21,33,75,36.88,68.93875631,6.690655045,62.30278274,33.04687968,blackgram
20,22,55,56.96,69.96100028,7.423530351,61.16350463,33.95309131,blackgram
17,20,68,57.03,60.11680815,6.578714843,71.72980375,30.11873003,blackgram
20,43,68,35.86,66.17587668,7.497469256,69.43895491,29.57812712,blackgram
22,44,76,62.41,68.01232937,7.775306272,68.91754359,27.26458947,blackgram
16,34,60,43.84,64.24992106,7.322555223,63.85668948,31.35730791,blackgram
17,21,72,58.38,66.55723677,7.580527339,61.71111448,31.52104732,blackgram
19,25,68,32.4,64.25510719,7.108450121,67.47677295,29.39982732,blackgram
15,41,62,20.02,64.14928485,7.358974541,65.24194361,29.38400259,blackgram
23,28,65,38.77,61.88871127,7.405176138,74.24459122,28.38686534,blackgram
15,35,64,47.24,63.53604453,6.500144962,69.5274407,28.47442276,blackgram
16,52,58,27.04,61.14508627,7.167435834,71.36947525,30.64095781,blackgram
25,58,75,21.87,61.36669662,7.261791753,68.64685069,25.25596239,blackgram
19,34,66,61.57,60.18122078,7.586642101,73.44678678,32.97030511,blackgram
16,52,70,63.27,66.60416867,7.534811833,67.32520551,33.66855394,blackgram
19,23,57,20.95,67.99803573,7.251000789,73.40452716,32.83963757,blackgram
25,42,58,39.62,62.90020977,6.513620918,69.46020927,27.45853567,blackgram
17,37,62,61.32,69.84354028,7.121254928,74.62068748,25.68576704,blackgram
22,44,75,50.77,64.14800537,7.574561547,71.21006868,30.0328403,blackgram
20,21,80,50.82,68.27085245,7.350869792,64.32887142,28.20667264,blackgram
16,56,76,41.12,61.18956161,7.513151076,63.29900785,28.27265858,blackgram
15,29,76,46.14,64.2020154,7.025607706,69.68862306,28.5417236,blackgram
20,43,61,56.88,61.61367264,6.804253866,63.51822045,26.87187036,blackgram
15,55,60,33.55,68.77994074,7.163043872,64.11411069,32.79766751,blackgram
15,44,63,53.45,64.51136845,7.338929556,63.46546487,26.42333018,blackgram
21,29,67,14.2,63.38789228,6.621323612,63.02169909,29.79181107,blackgram
16,47,63,16.39,67.10464369,6.661870999,72.50669768,27.44003279,blackgram
17,40,68,43.95,65.14877461,7.733149554,70.40795007,34.1262979,blackgram
15,58,61,16.73,64.23364112,7.402891666,62.78730907,30.94908189,blackgram
18,41,74,58.87,61.02701476,6.599147298,73.37686831,28.75751783,blackgram
17,58,79,18.13,66.10123083,7.04174124,62.31842057,27.24766491,blackgram
24,27,62,36.94,66.770943,7.353876754,62.2737345,28.63005477,blackgram
17,27,60,52.25,63.64698302,7.026795359,64.42177127,26.41768321,blackgram
20,52,65,36.28,66.15665137,6.814301033,68.83924882,32.81705216,blackgram
25,44,55,35.28,65.91359954,7.42160832,71.16331975,29.6321052,blackgram
24,21,62,49.06,62.73317204,6.847382891,65.45328463,33.49077065,blackgram
22,60,59,36.47,66.74217464,7.191522601,74.22238583,31.86847286,blackgram
21,33,77,39.18,65.62971858,7.01285529,71.64631281,30.32992227,blackgram
17,59,58,58.73,66.31394098,7.368318809,62.83469851,28.546224,blackgram
17,29,63,16.23,67.88811637,7.26154329,66.47264636,30.02629908,blackgram
18,59,63,53.93,60.13263713,6.52669158,66.69096751,31.65531175,blackgram
15,29,70,29.77,63.54718862,6.872594461,74.16699119,30.33499674,blackgram
16,58,73,49.26,65.67718163,6.874142175,64.89517488,33.36984395,blackgram
22,55,77,10.73,62.99303471,7.76061831,64.77651469,31.4345059,blackgram
23,42,79,46.05,63.29103387,6.781841984,68.56507978,27.71678273,blackgram
21,44,77,48.51,61.3009051,7.326980454,61.83876146,32.63918668,blackgram
25,38,62,37.77,67.77954584,7.453975408,63.37784443,32.7477393,blackgram
15,32,76,49.86,63.49802189,7.604110177,43.35795377,28.05153602,lentil
22,13,61,15.11,63.27771461,7.728832424,46.83130119,19.44084326,lentil
20,38,60,24.79,60.63872613,7.491217102,46.80452595,29.84823072,lentil
17,11,74,25.27,69.92375891,6.633864582,46.6352865,21.36383757,lentil
16,37,71,53.46,68.51966729,7.324863481,46.13833007,26.28663931,lentil
18,29,71,15.91,62.13873825,6.410441476,53.46622584,22.17499963,lentil
18,2,72,24.66,60.97876599,7.836719564,50.89110726,26.57597546,lentil
21,6,59,25.93,66.14007674,6.139215944,50.90994463,26.58972517,lentil
20,13,64,10.6,62.57526895,6.590571088,36.46946971,19.1345771,lentil
17,8,58,11.76,69.15640149,7.286049978,35.15426171,28.75273118,lentil
20,6,77,10.55,60.2816298,6.058306161,49.14337177,25.78746268,lentil
22,2,75,36.94,61.78779413,6.658605362,52.55730112,23.89271875,lentil
23,3,69,29.92,63.18832976,7.299360767,42.96018627,28.67408774,lentil
24,27,80,26.65,61.77336343,7.815210661,49.02366803,28.42062847,lentil
15,39,78,32.72,62.60136323,5.925391795,41.78219834,21.35499456,lentil
17,40,79,63.61,63.18738532,6.403683619,38.71834464,21.12695586,lentil
22,37,62,23.21,61.62313345,7.397546271,49.78102578,24.02037872,lentil
24,31,60,16.86,65.8567539,7.722335992,51.92057267,25.40474421,lentil
22,22,67,46.13,64.49166566,7.475926645,54.9393771,29.03017561,lentil
18,3,78,30.97,68.65257685,6.887130053,50.89732989,20.21368219,lentil
16,4,80,52.9,68.01965728,7.441976825,44.93261911,29.19585548,lentil
24,13,61,39.47,69.6897615,7.629910253,49.39111479,18.29783597,lentil
20,12,66,19.73,63.41785982,7.336117221,44.43177543,27.41434987,lentil
21,4,61,41.31,60.09116626,6.75020529,48.77790371,24.84063998,lentil
21,9,60,53.3,67.31323084,7.52178027,40.37113729,29.94413861,lentil
22,18,66,56.53,67.55109024,6.347379185,47.89645224,25.87990287,lentil
18,32,56,58.16,65.84395319,7.135251532,46.05333124,20.0467711,lentil
15,6,72,59.41,66.70897237,7.670178119,54.49044154,22.99451999,lentil
20,15,77,16.18,66.92642362,7.399749291,49.04015558,25.13163619,lentil
24,0,65,49.48,62.44616219,7.841496029,53.14531023,28.49584395,lentil
22,30,79,47.06,69.48515056,6.254216611,48.60449438,18.28766124,lentil
16,3,63,36.05,61.18458224,6.868881708,53.13946695,24.38041875,lentil
23,2,78,34.56,66.43934593,7.320514721,45.42616802,21.31852148,lentil
18,10,78,47.05,62.70637578,6.296976913,44.07819743,18.54141834,lentil
25,14,67,29.36,60.85993533,7.241151936,49.37369982,25.28710601,lentil
23,39,65,32.42,69.12613376,7.685959305,41.02682925,25.43459777,lentil
15,19,72,57.14,69.76112921,6.890760124,44.08562546,28.83600962,lentil
21,18,57,27.04,63.93927841,6.155915975,49.47371773,27.37659643,lentil
15,31,58,48.84,60.19461399,6.167855382,45.36521251,28.31886863,lentil
25,28,58,34.66,62.04814951,6.861640036,37.81123974,27.4818649,lentil
19,5,65,16.05,68.10365387,6.978361689,48.80253285,18.28072173,lentil
19,16,65,17.28,69.29786244,7.043160241,42.72374404,27.61204997,lentil
19,34,65,45.62,63.22011726,5.94239222,45.40277297,23.43974653,lentil
19,14,69,33.69,63.68128841,7.239455147,52.39881209,20.95628486,lentil
16,22,55,30.04,68.03209183,6.516317561,49.73922097,23.7937153,lentil
17,24,61,47.03,65.44544859,6.233269045,38.30411077,22.6371424,lentil
15,2,79,27.94,65.47227704,7.505283615,35.75107592,21.53577883,lentil
17,26,63,9.29,65.73085206,6.950300686,44.95654782,29.87854588,lentil
15,27,61,35.7,67.10004577,6.958054839,48.33941188,25.2653291,lentil
16,24,70,50.95,68.93307305,6.54803469,35.03484812,25.17885316,lentil
25,13,74,55.24,61.09533545,6.461618577,44.23629285,24.12192608,lentil
23,6,64,47.32,67.40460704,7.065264073,36.18678721,23.33565221,lentil
23,12,58,46.45,63.39503184,6.765091462,50.43306085,21.74600081,lentil
22,32,79,43.23,63.46170674,5.91645379,54.37814199,27.60195453,lentil
18,6,68,18.2,62.50453062,6.711341147,47.26052494,24.388717,lentil
20,10,79,52.3,66.895409,6.379881442,38.21370568,24.98287462,lentil
22,38,77,16.22,69.3159965,6.313284268,35.36831423,28.234829,lentil
17,17,74,21.71,69.55863145,7.393210848,37.11395801,26.03026959,lentil
24,26,68,45.6,64.07691942,7.504930973,37.15824966,28.04849594,lentil
17,23,75,10.75,64.00213929,7.198076286,48.28137482,24.87425505,lentil
22,32,78,30.31,62.35557553,7.007037515,53.40906048,23.97081395,lentil
19,19,79,30.26,67.76252583,6.677262562,42.89509057,20.06003985,lentil
18,22,60,42.14,61.28633405,6.74398035,41.7704893,19.59221047,lentil
16,28,69,22.79,66.29327012,6.547361618,35.69674138,29.77013109,lentil
21,1,67,56.15,60.53657684,6.551577598,48.06491307,27.52135365,lentil
23,12,67,53.18,63.14909763,6.585020303,45.49683991,25.62896213,lentil
20,36,67,21.61,60.47528931,6.924042372,53.31508572,20.39078312,lentil
21,28,70,48.78,60.4989659,7.437373666,39.18374505,25.39038396,lentil
19,12,71,12.35,60.71367427,7.142611056,42.19740397,24.91079638,lentil
16,22,68,32.56,63.20915034,7.74672376,37.46160727,27.70496805,lentil
22,26,66,24.61,65.1034354,6.300479414,51.54922825,18.06486101,lentil
16,16,65,36.48,62.45851612,6.078724107,50.6128521,18.13027797,lentil
22,14,59,26.5,67.89815262,6.76660668,46.90725077,23.82723528,lentil
19,33,59,48.24,62.74710773,7.641024177,49.55213308,23.19305333,lentil
17,21,63,61.07,68.17543102,6.559681838,41.45486619,25.08966129,lentil
21,0,69,58.06,61.88321072,7.072923306,36.68284038,25.86928193,lentil
17,10,75,20.6,68.05394959,7.732194788,39.00992137,18.43966037,lentil
18,30,61,11.34,67.02664337,6.157782589,52.50812701,27.14911056,lentil
17,0,74,54.23,64.50515776,7.240988401,47.01510708,23.33375853,lentil
22,35,74,32.58,62.96841833,6.898905799,42.87274897,26.7230014,lentil
24,7,63,53.19,64.45268309,6.818681086,53.04669416,19.55750776,lentil
17,9,56,28.61,66.7729209,6.261937875,46.48280681,26.13708256,lentil
15,14,74,26.52,65.57653373,6.493036868,49.94043064,27.99990346,lentil
20,14,76,42.74,62.10652364,7.042474679,36.5011366,29.05941162,lentil
16,36,65,32.34,64.1123333,7.692013657,50.17067771,25.71269843,lentil
21,28,67,31.76,63.73086065,6.250994223,46.62370222,21.79792649,lentil
16,28,79,52.4,60.26854183,6.052184881,53.12442925,24.70626432,lentil
22,40,61,34.46,65.8108757,7.002216044,44.23913012,20.94981756,lentil
19,10,70,18.96,68.98088448,7.272427638,41.61080544,24.84918386,lentil
19,12,80,49.11,65.21662467,5.962001484,36.10211371,21.91041045,lentil
20,37,77,59.58,68.70533022,7.080506001,51.02372773,25.93381964,lentil
22,0,67,18.64,69.4073209,6.593798387,51.56461082,29.82112112,lentil
25,7,73,14.34,63.13215259,7.28805662,45.20841071,27.52185591,lentil
18,10,56,38.77,68.6428593,7.32710972,46.10585191,27.99627907,lentil
15,39,70,52.42,63.90164154,6.366355781,47.9271552,20.76774783,lentil
22,26,56,38.01,60.424786,7.011121216,52.60285259,23.05276444,lentil
17,9,77,43.76,63.58337146,6.280725549,38.07659414,21.65845777,lentil
19,4,59,29.7,67.62779652,7.621494566,40.8106299,26.25070298,lentil
15,34,73,36.84,63.83179889,7.630424083,53.10207889,20.97195263,lentil
15,33,77,19.07,66.32102048,7.802212437,40.74536757,23.89736406,lentil
38,2,24,34.06,91.63536236,5.922935513,111.9684622,24.55981624,pomegranate
37,6,18,19.16,89.93701023,5.937649578,108.0458926,19.65690085,pomegranate
36,8,26,38.19,87.4024767,6.804781106,102.5184759,18.78359608,pomegranate
39,37,18,36.16,94.5110662,6.424670614,110.2316633,24.1469628,pomegranate
38,0,27,18.42,89.90147027,6.738016221,109.3905998,22.44581266,pomegranate
38,31,25,41.34,92.40501423,6.497366677,109.4169192,24.96273236,pomegranate
38,21,21,54.74,89.3259486,6.327673765,104.8955643,22.5526059,pomegranate
40,6,30,22.94,91.45498527,6.36137446,106.9659201,22.77035608,pomegranate
41,25,27,23.31,94.27659596,6.923509371,108.0423555,19.20090378,pomegranate
38,15,11,13.91,92.68328358,6.630646083,109.3930157,23.12808226,pomegranate
36,14,5,9.93,85.19098079,5.832525853,104.7693804,24.92639065,pomegranate
41,16,10,12.14,85.63608688,6.738993954,105.7595811,24.77464458,pomegranate
37,36,7,39.96,86.35590206,5.782435567,108.3168858,19.8671184,pomegranate
41,4,20,63.4,93.7974061,6.537042717,104.5375109,24.26601316,pomegranate
40,29,22,53.34,89.73266695,6.145104401,107.6836871,23.62600218,pomegranate
42,16,15,57.47,89.08935702,6.890784045,108.5468633,19.67832052,pomegranate
41,18,27,8.74,92.30882391,7.175344328,104.8216333,22.36509395,pomegranate
42,11,18,45.72,94.88267728,5.938528744,102.8593382,21.57936934,pomegranate
38,5,15,64.04,88.16779129,5.709380472,108.0756727,18.26233221,pomegranate
44,18,23,55.96,89.61794165,6.184400085,105.6499907,23.71028128,pomegranate
40,9,8,15.55,89.9224883,6.553509673,111.6631582,22.48720144,pomegranate
45,40,27,57.24,94.79397419,5.885638185,112.4349689,21.6602498,pomegranate
44,22,23,43.0,89.31505137,6.143874691,107.3416913,20.13037175,pomegranate
39,9,16,27.3,91.11927248,6.101198974,105.1834976,18.41164435,pomegranate
40,12,29,16.54,89.75272999,6.594037135,111.2818551,19.68291173,pomegranate
42,0,17,21.06,91.19442671,6.859840821,109.0946323,23.20242586,pomegranate
44,2,21,42.1,87.31290342,6.56893406,102.8013275,18.92157197,pomegranate
40,28,6,8.25,91.34039616,6.769855664,106.8704803,22.10621387,pomegranate
44,8,23,64.83,89.68919664,7.130837931,108.4758509,18.47412402,pomegranate
36,29,16,35.28,88.92944254,5.740338002,102.860084,19.81069447,pomegranate
43,17,18,40.41,90.83687246,5.843005428,103.1969341,24.4880844,pomegranate
42,34,21,12.06,89.93457597,6.648687274,111.0196744,18.75927679,pomegranate
42,21,23,21.23,90.29751796,6.902751061,104.3739878,19.54128063,pomegranate
40,25,17,50.77,87.74938524,6.608023872,111.2800516,18.91251245,pomegranate
36,8,25,51.01,94.95031368,6.828522375,104.0277061,19.91330523,pomegranate
42,26,18,22.33,89.64934166,6.910374919,108.2287276,19.72620525,pomegranate
42,4,19,47.71,87.84034604,6.306605528,111.2232716,23.83185873,pomegranate
41,36,24,43.22,94.25702672,7.009180374,103.8799347,24.94467632,pomegranate
40,5,24,63.55,93.87030088,6.297907579,104.6735454,24.692258,pomegranate
39,19,17,16.17,85.56083187,6.728599215,111.2787584,24.72485577,pomegranate
38,39,30,43.56,87.59629625,6.965156738,108.065579,20.12644921,pomegranate
44,5,29,24.34,93.0569505,5.578095745,104.7847006,21.02432943,pomegranate
43,4,24,40.65,88.1508343,7.199504273,109.8695196,22.40423537,pomegranate
35,38,21,46.32,89.38003827,5.841367187,110.9653137,20.33691147,pomegranate
36,37,11,21.89,85.56033312,6.710143266,106.9216033,24.24779615,pomegranate
41,9,25,25.39,91.90842992,5.972714857,109.2853418,24.81530144,pomegranate
43,29,22,45.97,87.95158129,5.561851831,106.0380805,19.66329768,pomegranate
38,5,21,29.97,90.3396556,6.107054808,112.459697,22.43377991,pomegranate
38,22,26,46.97,85.12912161,6.988035315,110.2437841,22.92052307,pomegranate
37,4,18,49.19,85.40695044,7.13147457,106.2817706,22.91843172,pomegranate
41,21,6,34.0,89.39686219,7.086947687,107.1951707,24.88244467,pomegranate
45,29,21,25.74,93.13277,6.749260456,105.2240743,23.40981539,pomegranate
44,23,5,36.79,94.26304717,7.16300467,107.5660804,21.20725375,pomegranate
43,13,7,35.19,91.12282162,7.013481515,109.6623974,18.20230419,pomegranate
37,5,13,33.32,89.7870345,5.648243649,103.3183074,22.34375696,pomegranate
41,27,24,15.03,90.88292835,6.610251186,110.4606459,24.32770134,pomegranate
35,7,23,31.38,88.71691157,7.054313823,102.5538035,19.75088482,pomegranate
39,12,20,20.73,86.19740917,6.026999326,111.0217929,19.86173586,pomegranate
43,4,19,32.68,93.14554876,5.779427402,106.3602023,18.07132963,pomegranate
45,3,9,61.12,89.61850203,6.535244251,104.617522,23.89162561,pomegranate
36,1,27,38.52,93.34236582,5.684995235,104.991282,23.98598756,pomegranate
44,23,30,39.96,85.42912869,6.12476108,103.0295938,20.93892916,pomegranate
42,24,21,14.41,87.22815682,6.999014379,109.4429934,20.82210727,pomegranate
37,13,30,42.19,91.61793636,6.277148771,106.8685636,20.86474944,pomegranate
44,40,11,56.1,86.10874614,6.322396027,111.3779693,24.45840036,pomegranate
40,21,9,56.62,90.64498715,5.956401828,105.6209954,24.51147697,pomegranate
44,3,27,12.46,92.03009222,6.591302797,110.9633894,24.56811204,pomegranate
42,40,29,55.59,89.01574455,7.104094929,110.6956184,24.63228709,pomegranate
40,14,25,23.06,90.97819712,6.407872061,103.7084055,20.07386547,pomegranate
37,38,14,48.01,94.63612858,6.658402594,102.6488846,21.80523051,pomegranate
36,34,9,62.94,86.34233767,6.276038961,110.4432293,22.8122645,pomegranate
37,32,14,19.92,88.48567856,6.825256236,104.6843243,22.73031253,pomegranate
35,18,21,20.58,94.94330457,6.368560522,111.1382096,23.2801227,pomegranate
38,8,23,14.23,87.1775172,7.005410734,105.4766591,19.30106297,pomegranate
41,15,6,29.86,88.83768149,6.897368477,108.6793978,19.0087067,pomegranate
36,0,5,53.15,90.88612388,6.152906502,105.529185,24.35193812,pomegranate
44,22,9,47.83,88.87651295,5.744361602,112.1926517,24.72235539,pomegranate
43,14,8,37.99,94.46485312,7.051654924,111.7162016,21.92513945,pomegranate
45,31,11,55.14,86.88738076,6.034612928,107.6435771,24.83954414,pomegranate
45,39,17,17.52,90.42177379,6.924490731,104.88189,18.09691127,pomegranate
42,10,5,21.83,91.08706822,6.887005997,109.2537734,20.24104904,pomegranate
38,8,28,34.48,94.42971362,6.8444019,105.6917856,23.22594,pomegranate
42,32,13,20.72,92.97527546,5.786058032,106.61905,23.50128217,pomegranate
40,18,9,30.35,89.02127045,5.627186257,106.1606833,19.44623085,pomegranate
41,20,27,60.11,92.51675903,5.700088663,110.5764023,20.51343484,pomegranate
36,39,25,37.14,94.99897537,5.567805185,107.6103211,18.90223032,pomegranate
45,20,7,39.63,89.24126808,6.077886012,112.4750941,18.90592319,pomegranate
45,11,10,10.59,88.45577158,6.397995609,109.0357597,22.63045168,pomegranate
43,40,18,38.18,86.79058496,5.767372539,109.9130984,19.38603815,pomegranate
39,3,26,22.59,91.19431555,7.079973241,103.6012114,24.38318965,pomegranate
36,9,16,21.09,92.93386903,5.893332378,106.977723,23.77989026,pomegranate
38,30,20,60.85,93.16343942,7.058222596,110.0932899,22.59890174,pomegranate
41,40,9,56.27,85.4017118,5.78270695,106.128338,24.37766782,pomegranate
35,40,30,53.96,91.07776977,6.269663963,104.4407083,20.89273273,pomegranate
35,32,25,27.43,85.70786282,5.892913826,107.0050976,18.09903225,pomegranate
45,33,23,32.66,85.83618191,7.116538883,112.337046,20.00218987,pomegranate
41,4,14,16.63,89.80732335,6.430163481,102.8186358,19.85139326,pomegranate
45,13,17,10.56,92.65058936,7.159520979,106.2784673,21.25433607,pomegranate
39,39,24,60.32,93.32657504,6.431265737,109.8076178,23.65374106,pomegranate
37,8,28,58.73,86.20613842,6.082571701,108.3121789,23.88404783,pomegranate
46,91,94,59.58,76.24900101,6.149934034,92.82840911,29.36792366,banana
50,105,95,48.34,83.67675197,5.849076099,101.0494791,27.33368994,banana
53,108,92,33.79,82.96221306,6.276800323,104.9378,27.40053601,banana
54,86,76,8.48,80.11585705,5.926824754,90.10978128,29.3159075,banana
49,80,77,63.41,79.39654531,5.519088423,113.2297373,26.05433004,banana
53,93,94,44.83,84.42379269,6.079178788,114.5357503,25.86632408,banana
55,90,92,26.89,80.18546798,6.13465588,97.32531705,27.00932084,banana
53,108,89,37.0,78.06762846,5.808497604,99.34482238,29.55054817,banana
55,108,88,55.22,83.390039,5.891458107,113.8729798,26.28845991,banana
52,105,77,18.72,76.16151562,5.816622479,100.0075679,29.16226551,banana
52,118,88,24.07,82.68752542,5.843163161,98.75084366,28.65003945,banana
54,101,87,16.38,76.50045221,6.376756633,100.1692639,29.07311132,banana
50,95,75,11.28,75.26429821,5.623615687,118.2761894,28.08166093,banana
53,106,85,42.79,78.8086068,5.91505509,99.72430835,27.1994597,banana
49,86,95,13.0,78.04602887,6.458714879,108.3957179,28.05484146,banana
55,83,79,37.31,83.34688193,5.565028635,98.66679427,25.14748006,banana
47,85,95,21.04,78.3422098,6.211833161,119.84797,25.94019018,banana
45,109,79,39.63,79.68542782,6.490074429,108.66464,27.66752761,banana
45,100,76,9.18,75.94067692,5.590236025,102.7867717,25.56703012,banana
48,117,86,28.45,82.54195839,6.225225239,116.1616839,28.6956201,banana
53,114,94,43.45,76.8532006,6.190757459,118.6858263,26.33544853,banana
50,110,78,50.12,78.89864446,5.915568968,98.21747528,25.93730186,banana
48,94,70,52.63,84.88394407,6.195152442,91.46442491,25.13686519,banana
47,80,71,27.77,80.79783998,6.156373499,105.0776992,27.50527651,banana
51,114,79,9.03,82.34429458,6.313197204,112.0700033,26.21009246,banana
45,88,78,56.15,79.19588629,6.324270089,92.07835761,29.10403455,banana
48,112,73,13.94,77.32017166,5.707488987,90.66727868,29.2440638,banana
47,117,76,41.91,77.38229006,6.119216009,93.10247183,25.56202173,banana
48,111,87,54.89,81.36028902,5.571401169,98.16752001,26.3985515,banana
47,89,83,41.98,77.79586769,5.63127166,109.5408614,28.09577643,banana
47,93,91,56.14,83.31110751,6.101241579,117.2878912,27.84767901,banana
52,92,81,18.06,81.4654833,6.438137279,94.31102057,27.39341554,banana
45,105,74,21.54,81.38204104,6.098369122,119.218154,25.14517635,banana
48,102,71,47.69,79.28693687,5.695267822,102.4633775,28.65456263,banana
51,94,91,42.86,76.67484233,5.618094446,109.575944,29.16093424,banana
47,116,71,34.13,82.0638878,6.435785799,91.34276507,27.57278064,banana
49,117,79,56.81,82.36208097,6.176644228,112.9794804,25.40909896,banana
55,119,72,17.48,83.33983116,6.220643671,112.0777152,25.99069521,banana
53,99,73,10.53,81.06003778,5.871702211,118.6730366,26.29039046,banana
52,91,84,41.12,78.71024836,6.390741836,117.536781,29.14827211,banana
47,80,90,21.69,79.35898915,6.21084479,107.3944717,26.59743595,banana
48,101,70,42.1,75.03193255,6.012696655,116.5531455,25.36059237,banana
53,108,89,21.45,80.18080728,5.908770059,112.3982055,29.12036889,banana
52,100,80,27.91,77.25629897,6.049801781,110.3262123,27.53911354,banana
53,109,91,42.75,83.51014178,6.010095853,110.2511102,29.66727337,banana
46,82,78,44.91,84.97323747,5.738678895,110.4408803,25.05802193,banana
55,106,70,51.06,78.52399914,5.74055541,116.3019555,25.86824781,banana
52,90,86,60.17,81.95580471,5.793260262,119.0856171,25.85036988,banana
50,83,95,55.22,77.79913575,5.50947065,108.8547508,26.51682337,banana
48,119,90,39.18,79.59242542,5.986442306,118.2583441,28.66725136,banana
45,107,72,17.92,81.54448882,5.790768046,91.40508414,28.14938935,banana
55,116,81,28.22,83.6995044,5.915546415,95.12322062,26.42313317,banana
50,101,75,39.18,81.40740301,6.242528278,109.9825551,26.59386409,banana
50,93,81,52.12,76.57853189,6.036079266,102.2099836,27.71822477,banana
45,95,75,54.16,82.95958244,5.829898502,109.022564,28.98333432,banana
55,107,71,56.18,83.96754496,6.088064451,117.229079,29.42017919,banana
47,83,94,40.01,81.10523402,6.469370954,112.1355384,27.39872329,banana
54,102,73,11.52,84.41007614,5.720726906,111.0162259,26.4020227,banana
45,86,79,52.97,82.69285419,5.80766417,99.20961514,27.81251452,banana
53,117,86,64.88,83.55829874,5.703381728,115.8586081,25.19640218,banana
53,111,79,41.75,75.77363772,6.165001278,119.695765,28.31193338,banana
50,95,74,25.19,80.47152737,6.002481605,110.10323,25.90113128,banana
55,91,75,27.15,76.11239849,6.212369363,109.2768851,27.48612983,banana
46,93,83,25.06,83.50423735,5.765308943,109.2486647,29.38254012,banana
51,92,85,46.57,81.08183635,5.740764682,108.8616474,29.22118628,banana
54,104,80,24.9,81.33506906,5.879119455,110.1331182,27.09062164,banana
51,103,72,31.32,81.81365007,6.099478745,104.4812858,26.12643374,banana
45,92,75,50.0,77.95192527,5.674403359,90.43495443,29.01207743,banana
49,93,85,11.4,79.28625709,5.694243847,119.4765557,27.96799119,banana
52,120,87,21.1,76.05522115,5.905494703,118.9923573,28.0764455,banana
46,108,72,62.31,84.97849241,6.110844721,90.94554618,25.16278237,banana
54,105,88,36.16,84.51194224,6.020445317,114.2005455,25.78749808,banana
